ean;categoria;subcategoria;producto;id;precio;precio_oferta;precio_con_envio;precio_con_envio_e_instalacion;vendedor;oferta;coste_envio;coste_instalacion;rating_avg;rating_count;stock;tiempo_entrega;marketplace
7427245700787;;;DESCANSIN Pack Anti-Dust Mite Mattress + Wooden Folding Bed – Double Bed with Storage 28 cm High (White, 90 x 190);B0928Y6LVJ;389;389.0;389.0;;CDE Descanso;;;;2.1;5;InStock;15 - 17 December;amazon
8434778025675;Large Appliances;;TEKA Wall Cooker Hood with EcoPower Motor, 4 Speed, Display White, 60 cm, DSH 686;B0BVCHRGWC;245;245.0;245.0;;ElectroLinkES;;;;4.5;3;InStock;11 - 12 December;amazon
8007411012884;;;Steam Iron POLTI QC110 2200 W;B09MTDNJZ5;26;;;;;;;;4.1;680;InStock;;amazon
8421078038658;;;JATA JECA1750 Drip Coffee Maker 2 to 8 Cups 650 W 750 ml Glass Carafe with Lid Anti-Drip System Permanent Filter Automatic Shut-off Energy Saving;B0D5MQBXQX;24;24.0;24.0;;Jata Electro;;;;4.1;29;InStock;Tuesday, 9 December;amazon
195949771323;Apple Products;;Apple iPhone 16 Pro (128 GB) - Titanio blanco;B0DGJ2XTRG;1155;;;;Amazon Segunda mano;;;;4.5;1398;InStock;Monday, 15 December;amazon
8720389015618;;;FER A REPASSER 2800W 50GRMN 250GRMN RESERV 300ML ANTICALC ANTI GOUTTE S PHILIPS – DST7022.40;B0C278VF4P;67;;;;;;;;4.5;5;InStock;;amazon
198154724085;;;"Lenovo Thinkpad L14 - 14"" WUXGA (1920x1200) Laptop | AMD Ryzen 5 PRO 7535U | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 PRO | 1 YEAR ONSITE + ADP | Black | QWERTY Spanish Keyboard";B0DV5RNL9B;715.63;625.48;625.48;;;-13%;;;3.5;3;InStock;Wednesday, 17 December;amazon
8806095684499;;;Samsung Galaxy Watch7 4G LTE + Strap – Smartwatch 44mm, Health Control, Sports Tracking, Green (Spanish Version);B0D4VY67G6;399.9;219.0;219.0;;;-45%;;;4.2;447;InStock;Wednesday, 10 December;amazon
8806095361604;;;"Samsung X110 Galaxy Tab A9 8.7"", Wi-Fi, 64GB 4GB Ram, Graphite";B0CN5LBKLL;116;116.95;116.95;;SG Informatica;;;;4.4;894;InStock;Friday, 12 December;amazon
6942103119835;;;HUAWEI WATCH FIT 3, Pantalla AMOLED de 1,82 pulgadas, Diseño Ultrafino, Llamadas por Bluetooth, hasta 10 días de batería,Compatible con Android & iOS, Control Integral de la Salud, GPS, Blanco;B0CYC72YW2;95;90.95;90.95;;;-4%;;;4.4;4535;InStock;Wednesday, 10 December;amazon
4001797813022;Sports & Outdoors;;Rommelsbacher FRH 1700 Friteuse Unique 8 L Autonome 1700 W Friteuse d'Air Chaud Noir, Stainless Steel;B0CDLFB9DD;150;150.45;160.44;;Sotel España;;;;4.7;110;InStock;Monday, 15 December;amazon
8713016103598;;;Princess 182060 Deluxe 5.5L Oil-Free Fryer, Up to 62.2% Less Energy Consumption, Book with 30 Recipes Included, 8 Programs, Digital Touch Control Panel, Regular;B08VKBJRQ4;52;52.7;52.7;;;;;;4.4;1628;InStock;Friday, 12 December;amazon
6941812784556;Sports & Outdoors;;"XIAOMI Redmi Watch 5, Smartwatch: AMOLED 2.07"", 24 days battery, Bluetooth calls, 150+ Sports Modes, Heart Monitor, Sleep, 5ATM, GPS, Android/iOS, Purple";B0DQ181HVY;82.26;69.0;69.0;;;-16%;;;4.6;2253;InStock;Monday, 8 December;amazon
5907633494792;;;ADLER AD7403 Electric Heat Cushion for Cervicals, Neck, Back, Lumbar, Temperature Control with Controller, Washable, 38 x 38 cm, 80 W;B005X45Q7K;17;17.91;17.91;;;;;;3.6;86;InStock;Friday, 12 December;amazon
8806094903553;;;Samsung Sound Bar HW-C450/ZF - Wireless Subwoofer Included, Bass Boost, Smart Lite Sound, Game Mode and One Remote Control;B0C69F4DCS;179;179.0;243.25;;CATMOBILE;;;;4.3;77;InStock;12 - 16 December;amazon
8017709227852;;;Smeg KLF03CREU Water Kettle 1.7L 2400W Cream;B075WW8GGL;136;136.85;136.85;;✅ muyelectro;;;;4.7;1502;InStock;11 - 12 December;amazon
4008496881147;;;Russell Hobbs Impact Iron – 2400 W, Ceramic Sole, Dry Iron, Steam Strike 160 g, Anti-Drip, Self-Cleaning Function, Fall Resistant, Black and Blue - 24650-56;B074H681F3;29;;;;;;;;4.1;199;InStock;;amazon
711719595472;;;Consola PlayStation5 Pro;B0DHSV68YZ;699;699.0;699.0;;TODO OCIO;;;;4.5;1203;InStock;12 - 15 December;amazon
6934177774034;Beauty;;XIAOMI Mi Ionic Hair Dryer H500 White EU;B09TB4RL9S;69.99;49.99;49.99;;;-29%;;;4.3;1307;InStock;Wednesday, 10 December;amazon
4242005433698;Large Appliances;;Bosch PVS811B16E, Induction hob with integrated cooker hood Series 4, Black;B0CTLLK9XV;1611;;;;;;;;5.0;1;InStock;;amazon
8806097072843;;;Samsung A266 Galaxy A26 (6.7'' - 8/256GB) Green;B0F13SKKDW;258;258.15;258.15;;Mobilestore GTL;;;;4.1;55;InStock;Wednesday, 10 December;amazon
5902934833967;Business, Industry & Science;;d-c-fix Vinyl Adhesive Furniture Platinum Silver Metallic Look Self Adhesive Waterproof Decorative Kitchen Cabinet Door Table Wallpaper Roll Sheets 45cm x 1.5m;B005C3QSII;8;8.99;8.99;;;;;;4.2;1184;InStock;Monday, 8 December;amazon
5099206103733;;;SATECHI M1 Rechargeable Wireless Mouse in Aluminium, Bluetooth Mouse Without Receiver, Ergonomic USB-C Mouse for MacBook Air & Pro, Mini, iPad, iMac, Windows and More - Space Gray;B07NYB3HMC;34;34.99;34.99;;SATECHI;;;;4.3;8492;InStock;Monday, 8 December;amazon
8004399027251;;;De'Longhi ECAM220.80.SB Magnifica Start Automatic Filter Coffee Maker 1.8L Black;B0CRVSWRL7;379;;;;;;;;4.3;9;InStock;;amazon
198990611402;;;Door Lock;B071R4GR15;28;28.0;28.0;;MSQ-CD;;;;4.2;172;InStock;Wednesday, 10 December;amazon
6932554415389;Sports & Outdoors;;"XIAOMI Smart Band 9 Active – Activity Tracker, Autonomy of up to 18 Days, 1.47"" TFT Screen with 60 Hz Refresh Rate, 5ATM, Mi Fitness App, Pink (ES Version)";B0DK6ZZFL9;24.99;19.99;19.99;;;-20%;;;4.0;4892;InStock;Wednesday, 10 December;amazon
8003437049712;Large Appliances;;Whirlpool FFB 8258 WV SP Washing machine front load free installation, 8 kg, 1200 rpm, White;B0B9KWFK64;389;328.85;328.85;;;-15%;;;4.7;4;InStock;Monday, 15 December;amazon
8712836961326;;;Tristar ST-8350 Steam Iron, Ceramic Sole, 2200 W, Continuous Steam Pressure 30 g/min, Anti-Limescale and Drip Resistant;B09HXSC3FV;29;29.0;29.0;;;;;;4.4;112;InStock;Wednesday, 10 December;amazon
8017709190958;;;Smeg TSF02PBEU Toaster, 1500 W, Stainless Steel, 2 Slots, Pastel Blue;B00MJ2382E;128;;;;;;;;4.7;1931;InStock;;amazon
8806091035417;Large Appliances;;LG GFT41PZGSZ – No Frost Total Freezer, 1 Door, Smart Inverter Compressor, 355 L and 186 cm, Vertical Freezer with Quick Freeze Function, Stainless Steel;B09662J9L4;799;749.99;749.99;;;-6%;;;4.6;80;InStock;Wednesday, 17 December;amazon
4548736161481;;;Sony WF-C510 Wireless Bluetooth Headphones, Small, with Multipoint Connection, Ambient Sound Mode, IPX4, Spotify Tap, Fast Charge, 22 HR Battery, iOS & Android - White;B0DBLNFHLT;59.99;39.0;39.0;;;-35%;;;4.3;2386;InStock;Monday, 8 December;amazon
8017709334819;;;Smeg BCC11WHMEU bean-to-cup machine with Dampffunktion white;B0CH9FXTV2;599.99;449.65;449.65;;✅ muyelectro;-25%;;;5.0;1;InStock;11 - 12 December;amazon
8004399021365;;;DeLonghi Magnifica Evo ECAM290.22.B Automatic Espresso Maker 15 Bars Black;B09VLBFYQK;389;;;;;;;;5.0;2;InStock;;amazon
1200130010217;;;JBL Clip 5, Portable Wireless Bluetooth Speaker, IP67 Waterproof & Dustproof, Up to 12h Playtime Playtime & More with Playtime Boost On, Gray;B0CX975DSZ;69.99;54.99;54.99;;;-21%;;;4.8;3740;InStock;Wednesday, 10 December;amazon
195949823152;Apple Products;;Apple iPhone 16 (256 GB) - Rosa;B0DGJLZWN7;989;924.0;924.0;;ECASHRECYCLE;-7%;;;4.4;1757;InStock;12 - 16 December;amazon
6901101832344;Large Appliances;;Hisense WF1Q9041BW – Washing Machine, Class A, 9 kg, 1400 rpm, Height 84.5 cm x Width 59.4 cm, Colour White, Steam Function 99.9%, Quick Wash+, Automatic Wash, Delayed Finishing, Inverter Technology;B08DMSL5Z1;329;;;;Amazon Segunda mano;;;;4.2;246;InStock;;amazon
5099206097247;;;Logitech Signature M650 Wireless Mouse - For Small to Medium Hands, 2 Year Battery, Quiet Clicks, Customizable Buttons, Bluetooth, PC/Mac/Multi-Device/Chromebook - White;B07W7JR6BZ;53.99;27.95;27.95;;;-48%;;;4.6;10924;InStock;Wednesday, 10 December;amazon
6972596107439;Sports & Outdoors;;Amazfit Balance Reloj Inteligente 46 mm, Pago Sin Contacto NFC, AI Entrenador Físico, Batería de 14 Días, Monitoreo del Sueño y la Salud, GPS, 150 Modos Deportivos, Smartwatch para Android y iPhone;B0CDXLZDBL;166;159.9;159.9;;;-4%;;;4.3;4044;InStock;Monday, 8 December;amazon
8003705117839;;;Ariete 1324 Metal Espresso Maker for Ground Coffee and Single Serve Coffee Machine, 1000 W, 15 Bar, Capacity 1.5 L, Removable Drip Tray, Stainless Steel Body;B07X96NWCB;187.16;;187.16;;✅ muyelectro;-4%;;;3.8;119;InStock;11 - 12 December;amazon
8421078033264;;;JATA BT604N 1.5L Capacity Glass Mixer, Stainless Steel Body, Serrated Blade, Ice Chopper, 2 Speeds + Pulse, 1300W;B079TJNLXX;33;;;;;;;;4.1;11;InStock;;amazon
8445639004340;Large Appliances;;Infiniton CV-88L8WEK Vertical Freezer, 85 Litres, Height 85 cm, 3 Drawers, Fast Freezing, Defrost, E, White;B0DFCCMVWW;249;244.0;244.0;;ElectroLinkES;-4%;;;3.1;2;InStock;11 - 12 December;amazon
8059019005041;;;The Glitch Hunters: A Sci-Fi Artificial Intelligence Adventure in Clear British English (B1 Level);B0DZ11248C;11;;;;;;;;5.0;9;InStock;Thursday, 11 December;amazon
8806095857060;;;Samsung GALAXY S25+ 5G SM-S936BLBGEUB;B0DTHQTL1Y;1080;;;;;;;;4.6;31;InStock;;amazon
5099206104532;;;Logitech G PRO X SUPERLIGHT 2 LIGHTSPEED Wireless Gaming Mouse, Lightweight, LIGHTFORCE Hybrid Switches, HERO 2 Sensor, 32,000 dpi, 5 Programmable Buttons, USB-C, PC & Mac - Black;B07W5JKP66;169;129.99;129.99;;;-23%;;;4.6;2827;InStock;Wednesday, 10 December;amazon
4242005196029;Large Appliances;;Bosch Combi Refrigerator, 60 cm, Series 4, NoFrost, LED Lighting, VitaFresh, Anti-Fingerprint Steel, KGN36VIEA;B086D9PS99;722;722.52;722.52;;TielON – Electrodom. Grandes a pie de calle.;;;;4.2;193;InStock;12 - 15 December;amazon
8806095491202;;;"SAMSUNG Crystal UHD TV 2024 43DU7105 43"" Crystal UHD Smart TV with Pure Colors with PurColor, the Best Smart TV, All Speakers at Once with Q-Symphony and Control Your Home with SmartThings";B0D2LJMNXG;349;;;;Amazon Segunda mano;;;;4.2;569;InStock;Friday, 12 December;amazon
8886419334491;;;Razer Viper V3 Pro – Esports Gaming Ultralight Wireless Mouse (8K Hz HyperPolling, Lightweight 54g Design, Focus Pro 35K dpi Sensor, HyperSpeed Wireless, 95 Hours Duration) Black;B0CSPN2G5Z;179.99;149.96;149.96;;;-17%;;;4.5;24498;InStock;Wednesday, 10 December;amazon
6941545618944;;;EZVIZ RC3 Robot Vacuum Cleaner White;B0C9YR1B9F;349;;;;;;;;4.5;2;InStock;;amazon
8017709329815;;;SMEG EGF03PBEU Espresso Coffee Machine, Bean-to-Cup Machine 50s Style, Paste Blue;B0BYMTVXT1;121;;;;;;;;2.8;6;InStock;;amazon
5099206062856;;;Logitech M171 2.4GHz Wireless Mouse for PC, Mac, Laptop, with Mini USB Receiver, Optical Tracking, 12 Months Battery Life, Ambidextrous, Black;B01A9GXEOI;16.99;7.95;7.95;;;-53%;;;4.6;18967;InStock;Wednesday, 10 December;amazon
198990611303;;;Door Lock;B071R4GR15;28;28.0;28.0;;MSQ-CD;;;;4.2;172;InStock;Monday, 8 December;amazon
8003705116474;;;Ariete 4615 Airy Healthy Mini Fryer, Oil-Free, Timer, 1000W, Yellow and White;B07C7YZSRR;53;;;;Amazon Segunda mano;;;;4.2;4442;InStock;Monday, 8 December;amazon
840268944803;;;Echo Pop | Smart Bluetooth Speaker with Alexa Powerful and Compact Sound | Glacier White;B09ZXJSW35;54.99;;54.99;;;-15%;;;4.7;64117;InStock;Monday, 22 December;amazon
8059019088716;Large Appliances;;Haier ID Series 2 H6 ID2P5B3YTB – Pyrolytic and Hydrolytic Multifunction Oven, WIFI Connectivity, 78L, Multi-Level Cooking, 12 Functions, Touch Display and Rotary Controls, Telescopic Guide, Black;B0D31HQLFN;414;;;;;;;;4.2;73;InStock;;amazon
6925281982118;;;JBL Charge 5 Portable Wireless Bluetooth Speaker with Built-in Battery, Waterproof (IP67) with PartyBoost to Level Up the Party - Up to 20h Playtime - Gray;B08VDGMBGP;199.99;129.99;129.99;;;-35%;;;4.8;36088;InStock;21 - 24 January;amazon
6942103104794;;;Watch GT4 46mm Black Fluoroelastomer;B0CFP8QTXY;141;;;;GEST POINT GSM.SL;;;;4.5;597;InStock;Wednesday, 10 December;amazon
8690842468315;;;IndaplovÄ— Beko BDFN26640WC +DOVANA 2 pakuotÄ—s Finish kapsulių;B0BJVDGNQC;296;;;;;;;;4.5;2;InStock;;amazon
4242005479412;Large Appliances;;Bosch – Fully integrated dishwasher, Series 4, 14 services, 3rd cutlery tray, SilencePlus, Half Load, White, SMH4EVX08E;B0FK5B4NF1;599;599.0;599.0;;;;;;3.6;16;InStock;Monday, 15 December;amazon
6925281974526;;;JBL Tune 770 NC Headphones, Wireless Over-Ear Headphones with Adaptive Noise Cancelling, Bluetooth and 70 Hours Battery Life, Black;B09CYX92NB;129.99;77.9;77.9;;;-40%;;;4.5;9173;InStock;Friday, 12 December;amazon
8720689011037;;;Philips Sonicare Power Flosser 3000 Cordless Oral Irrigator with Quad Stream and Pulse Wave Technology, HX3826/31, Black, 3000, White;B0CD9Y92WB;99.99;70.06;70.06;;;-30%;;;4.3;2026;InStock;29 December - 31 January;amazon
8436042557509;;;PRIXTON VC400 Vintage Vinyl Record Player, Bluetooth and USB Music Player, Vinyl Digitization, 2 Built-in Speakers, Suitcase Design, Black;B0B3DW1XV3;57;;;;;;;;4.3;4038;InStock;;amazon
195950086546;Apple Products;;Apple iPad 11 Inch: A16 Chip, 11 Inch Model, Liquid Retina Display, 128 GB, Wi Fi 6, 12 MP Front and Rear Cameras, Touch ID, Full-Day Battery Life – Blue;B0DZ768LXJ;379;359.0;359.0;;;-5%;;;4.7;4011;InStock;Tuesday, 16 December;amazon
8806095661384;;;Samsung Galaxy Buds3 Pro Wireless Bluetooth Headphones White;B0DCFCHL7R;149;;149.0;;ielectro;-3%;;;4.2;22;InStock;Wednesday, 10 December;amazon
4242006299002;Large Appliances;;Balay 3EB864FR - Countertop, Induction, Built-in, 60 cm, 3, Black/Front Bezel, Easy-to-use Touch Control, 24 cm Zone;B09YVNSWXF;262;262.56;262.56;;✅ muyelectro;;;;4.4;1474;InStock;11 - 12 December;amazon
8720389028946;;;Autom tico grinder for espresso coffee machine - PHILIPS - EP3321/40 - Black;B0CRF2SZYR;328;328.98;;;;;;;4.4;8;InStock;;amazon
8445639004357;Large Appliances;;INFINITON 1 Door Freezer CV-88L8XEN, 85 Litres, 85 cm high, Compressor Silent design, E, Defrost Technology, Fast Freezing, Stainless Steel;B0DHV9NTGL;289;;;;;;;;4.0;6;InStock;;amazon
8003437939280;Large Appliances;;Whirlpool Corporation OMR58HU1X Oven 71 L;B0C34X2621;247;;;;;;;;5.0;4;InStock;;amazon
5013493418301;;;Sony Alpha ZV-E10L Interchangeable Lens Mirrorless Vlog Camera with 16-50mm f/3.5-5.6 Power Zoom Kit Lens, Variable Angle Screen for Vlogging, Black;B098M236VR;849;749.99;749.99;;;-12%;;;4.5;1351;InStock;Saturday, 20 December;amazon
8713016091475;;;Princess 182026 Digital Aerofryer XXL – Easy to Clean Hot Air Fryer, 4.5 Litre Capacity, Stainless Steel Housing, 1500 W, Black and Silver;B07XL25Q5L;69;69.8;69.8;;;;;;4.1;840;InStock;Thursday, 11 December;amazon
6925281974564;;;JBL Tune 770 NC Headphones, Wireless Over-Ear Headphones with Adaptive Noise Cancelling, Bluetooth and 70 Hours Battery Life, White;B0C6Y5FSQ2;139;;;;;;;;4.5;9173;InStock;;amazon
8445027005782;;;Moonia - Golden Class MAX Mattress - High Durability - Anti Dust Mite - Thickness +/- 20 cm - 150 x 190 cm;B07XSFKY15;299;299.0;299.0;;HOMEFLEX;;;;5.0;2;InStock;18 - 19 December;amazon
8806097122258;;;Samsung TV 50 Inch QLED Q7F 4K Smart TV with Vision AI, 100% Color Volume with Quantum Dot and more than 500 Channels;B0F2293K11;326;;;;;;;;4.4;279;InStock;;amazon
6970100377989;Sports & Outdoors;;"Amazfit Bip 6 46mm Smartwatch, 14-Day Battery, 1.97"" AMOLED Display, GPS, Maps, AI, Bluetooth Calls and Texts, Sleep Tracker, 140+ Workout Modes, 5 ATM, Charcoal";B0DYPCGZBJ;79.9;69.0;69.0;;;-14%;;;3.8;2866;InStock;Wednesday, 10 December;amazon
8436611590111;Large Appliances;;Solthermic CV141 156L White Vertical Freezer (Large Capacity, Low Consumption);B0C4T8DVPS;329;329.0;329.0;;⭐⭐⭐⭐⭐ BERMELLO ELECTRODOMESTICOS;;;;2.3;3;InStock;17 - 22 December;amazon
195949036538;Apple Products;;Apple iPhone 15 (128 GB) - Azul;B0CHWYJM58;709;679.0;679.0;;;-4%;;;4.5;4930;InStock;Tuesday, 9 December;amazon
745883837694;;;Belkin Portable USB-C Charger, 20K External Battery Pack with USB-C Output/Input Port, 2 USB-A Ports and USB-C to USB-A Cable for iPhone, Galaxy and Others - Black;B09NTNTVRJ;17;;;;;;;;4.4;3701;InStock;;amazon
195949037610;;;Cecotec Conga Thunderbrush 560 Upright Vacuum Cleaner, 2 in 1, 600 W, Cyclonic Technology, High Efficiency Filter, 6 Metres Radius, Includes 2 Accessories;B085DMQ7VZ;40.9;36.9;36.9;;;-10%;;;4.0;7566;InStock;Wednesday, 10 December;amazon
8004399327924;;;Nespresso De'Longhi Inissia EN80.B Coffee Machine for Nespresso Capsules 19 Bar Automatic Shut-off Black;B00G5YOVZA;109;68.0;68.0;;;-38%;;;4.3;47849;InStock;Wednesday, 10 December;amazon
4242006254377;Large Appliances;;BALAY - Induction hob, 60 cm, 3 burners, giant zone of 28 cm, Sprint function, Touch and Programmable Control, Black, 3EB965LR;B01LVZ5VFA;349;;349.0;;;-5%;;;4.4;607;InStock;Thursday, 11 December;amazon
1200130010200;;;JBL Clip 5, Portable Wireless Bluetooth Speaker, IP67 Waterproof & Dustproof, Up to 12h Playtime Playtime & More with Playtime Boost On, Purple;B0CX97B418;69.99;50.99;50.99;;;-27%;;;4.8;3740;InStock;Thursday, 11 December;amazon
4242005434800;Large Appliances;;Bosch Series 4 - Front Loading Washer, 9 kg, 1200 RPM, IronAssist Function, ActiveWater Plus, EcoSilence Motor, White - WAN24200EP;B0CM2R7VR5;551;551.05;551.05;;✅ muyelectro;;;;4.4;103;InStock;15 - 17 December;amazon
5099206107649;;;Logitech Combo Touch, Case with Removable Keyboard for iPad (10th Generation) and A16 Large Precision Trackpad, Full-Size Backlit Keyboard and Smart Connector Technology, QWERTY ESP - Grey;B07W6H91JN;189;164.0;164.0;;;-13%;;;4.4;311;InStock;Monday, 8 December;amazon
3221616001152;;;Rowenta Xtouch AC9736 Handheld Vacuum Cleaner, High-Power, Compact and Lightweight Cylinder Design, Digital Motor, Charging and Storage Base, Comfortable Use and Ergonomics, Easy and Hygienic Emptying;B08GKHFGLM;84.9;79.0;79.0;;;-7%;;;3.6;883;InStock;Friday, 12 December;amazon
8806084115218;Books;;¡Glups! ¡Menudo problema!: 16 desafíos matemáticos a contrarreloj (Jóvenes lectores);8413617820;18.9;;;;;-5%;;;4.7;4;InStock;Saturday, 6 December;amazon
8017709296032;Large Appliances;;Smeg Nf Ff18en3hx Vertical Freezer 186x60 Stainless Steel ++ Display;B095B83GVD;545;;;;;;;;1.0;2;InStock;;amazon
198990611341;;;Door Lock;B071R4GR15;28;28.0;28.0;;MSQ-CD;;;;4.2;172;InStock;Wednesday, 10 December;amazon
45496321529;;;Nintendo Switch 2 + Mario Kart World;B0F2JCL3NZ;499;499.0;499.0;;;;;;4.3;3385;InStock;Wednesday, 10 December;amazon
6901101830173;Large Appliances;;Hisense WD3S8043BW3, Washing Machine Dryer, 8/5 kg, Class A-30%/D, 1400 RPM, Width 60 cm, 16 Programs, White;B08DMV8ZR1;419;419.0;419.0;;Ofertas3B;;;;4.3;64;InStock;12 - 15 December;amazon
8806088927107;Large Appliances;;Samsung DW60M6050FS/EC Freestanding Dishwasher, 14 Cutlery, Dishwasher 60 cm, Stainless Steel, with Third Tray;B075GX8VWW;425.98;399.0;399.0;;;-6%;;;3.9;332;InStock;Monday, 15 December;amazon
6925281928840;;;JBL Flip Essential 2 Portable Bluetooth Speaker with Rechargeable Battery, IPX7 Waterproof, 10h Battery Life, Black;B0B3XX8P9C;109.99;69.9;69.9;;;-36%;;;4.7;8664;InStock;26 January - 14 June, 2026;amazon
6932554402839;;;"XIAOMI Redmi Note 14 Pro 5G - 12+512GB Smartphone, 6.67"" AMOLED FHD+ 120Hz Display, MediaTek Dimensity 7300-Ultra, 200MP Camera, TurboCharge 45W, Charger Not Included, Purple (ES Version)";B0DRCLJWGM;299;299.0;299.0;;SPORT FEVER;;;;4.4;231;InStock;Wednesday, 10 December;amazon
8414234001177;;;Taurus Studio Glow 1500, travel dryer bi-voltage 110 and 240v, 1400W, foldable, 2 speeds, 2 temperatures, very light and compact.;B0C82YH3DH;23.99;21.99;21.99;;;-8%;;;4.0;37;InStock;Monday, 8 December;amazon
6925281967085;;;JBL Tune 720 BT Wireless Bluetooth Headphones, 76 Hours Playtime with JBL Pure Bass, Foldable, Blue;B0BYWKRJVY;50;;;;;;;;4.6;13189;InStock;;amazon
6941812776865;;;"Xiaomi Redmi 13 8GB RAM 256GB ROM, MediaTek Helio G91-Ultra processor, 108MP Super-Clear camera, Immersive 6.79"" FHD+ display, 33W Fast Charging, 5030mAh battery (typ) - Midnight Black";B0D4SMFD94;128;;128.0;;Baby Dulce Shop;-20%;;;4.3;931;InStock;Monday, 8 December;amazon
8806091606167;;;LG 27TQ615S-WZ – TV Monitor, 27 Inches, IPS Panel, FHD, DVB-T2 (H.265), 16:9, WebOS22, Compatible Stadia, 1920x1080, 60 Hz, White;B0CX23Y4Y5;229;168.0;168.0;;Weip;-27%;;;4.4;4253;InStock;11 - 12 December;amazon
5099206121973;;;Logitech Combo Touch, iPad Air 11-inch (M2 and M3), Keyboard Case for iPad Air (5th Generation) - Removable Backlit Keyboard with Flip Stand, Spanish QWERTY Layout - Grey;B0D428SD99;229;229.0;229.0;;;;;;4.1;32;InStock;7 January - 19 February;amazon
5099206110441;;;Logitech Pebble Mouse 2 M350s, Stylized Bluetooth Wireless Mouse, Lightweight, Customizable, Discrete Clicks, Easy-Switch, Windows, macOS, iPadOS, Android, ChromeOS - White;B07W6HVQXB;30.99;20.95;20.95;;;-32%;;;4.7;5130;InStock;Monday, 8 December;amazon
8806095684529;Books;;Llueven Historias Menudas;8409746476;11;;;;;;;;5.0;1;InStock;Wednesday, 10 December;amazon
6921727063441;Large Appliances;;Hisense FT321D4AWLE – Horizontal Freezer Chest, Basket with Handle, Dual Function Convertible into Fridge Mode, with 248 L Net Capacity, Silent, White;B0BV76XVJW;283;283.0;283.0;;;;;;3.9;463;InStock;Friday, 19 December;amazon
8806091967145;;;LG S60TR - Smart Soundbar, 440W, 5.1 Channel, Dolby Digital and DTS Surround Soundbar, Wide Connectivity, HDMI, Bluetooth, USB, Optical Input, Black;B0CY5P9L11;189;;;;;;;;4.3;52;InStock;;amazon
8432995632010;;;Flex Mattress Cloud Visco 23 135x190;B0C9XKG5YP;582;582.0;582.0;;Duermex;;;;5.0;1;InStock;17 - 22 December;amazon
6974434222199;;;Nothing Ear (a) Wireless Bluetooth Headphones with ChatGPT Integration, Active Noise Cancellation, Bass Enhancement Algorithm and Up to 42.5 Hours Playback - White;B0CXPRHTNB;99;59.0;59.0;;;-40%;;;4.5;9373;InStock;Thursday, 11 December;amazon
4711377285155;Books;;El Niño que Dejó de Ser un Desastre: Un libro de productividad para los más pequeños;B0FGJ9C8CP;11;;;;;;;;4.6;66;InStock;Thursday, 11 December;amazon
6925281982088;;;JBL Charge 5 Portable Wireless Bluetooth Speaker with Built-in Battery, Waterproof (IP67) with PartyBoost to Level Up the Party - Up to 20h Playtime - Black;B08VDNCZT9;62;;;;;;;;4.8;36088;InStock;;amazon
8690842379628;Large Appliances;;Beko Dishwasher dfn05321x 13 Services 5 programs 49 db Class A++ Steel;B08R19DXBJ;296;296.24;296.24;;;;;;4.4;313;InStock;11 - 15 December;amazon
753759324933;Sports & Outdoors;;Garmin Vívoactive 5, Smartwatch with GPS, AMOLED display, Essential Health and Fitness Features and up to 11 days of autonomy;B0CG6LMQHH;299.99;200.91;200.91;;Bijourama;-33%;;;4.4;8023;InStock;17 - 19 December;amazon
8007403117382;;;Bellissima My Pro Beach Waves GT20 400 Ceramic Coated Hair Straightener for Making Wide and Narrow Waves Natural Effect 3 Temperature Levels 160-200°C;B08NKXBJX1;39.99;;39.99;;;-13%;;;4.2;8159;InStock;Thursday, 11 December;amazon
6941812737620;;;"XIAOMI Redmi Note 14 Pro 5G - 12+512GB Smartphone, 6.67"" AMOLED FHD+ 120Hz Display, MediaTek Dimensity 7300-Ultra, 200MP Camera, TurboCharge 45W, Charger Not Included, Black (ES Version)";B0DRCLH2DN;270;270.0;270.0;;zhijumei SM;;;;4.5;1149;InStock;12 - 14 December;amazon
4548736161733;;;Sony WF-C510 Small Wireless Headphones, Lightweight, with Multipoint Connection, Ambient Sound Mode, IPX4 Water Resistance, Spotify Tap, Fast Charge, 22 Hours of Battery, iOS and Android - Blue;B0DBLMLM81;59.99;39.0;39.0;;;-35%;;;4.3;2386;InStock;Wednesday, 10 December;amazon
5099206089532;;;Logitech G 733 LIGHTSPEED Wireless Gaming with Suspension Headband, LIGHTSYNC RGB, Blue VO!CE Microphone Technology, Lightweight, 29h Battery, PC, PS4, PS5, White;B07W6FQ658;169;74.99;74.99;;;-56%;;;4.5;12346;InStock;Thursday, 11 December;amazon
4242006299446;Large Appliances;;BALAY - Integrated Microwave, 20 liters, with Frame, Grill, LED Lighting, Aqualisis Cleaning Assistant, Black and Stainless Steel, 3CG6112X3;B09YVLLNPP;178;;;;;;;;4.2;261;InStock;;amazon
8426156018577;;;Grunkel CARFORCE2 Portable Mini Cordless Vacuum Cleaner with HEPA Filter x 2 and Accessories of 16000 Mha and USB Rechargeable Battery Cleaning of Cars and Small Parts, Electonic or Workshop;B0DKY5KC5Q;29.9;22.9;22.9;;GRUNKEL OFICIAL;-23%;;;5.0;2;InStock;Friday, 12 December;amazon
